Pitcher Name,Pitch Type,PitcherThrows,RelSpeed,SpinRate,RelHeight,RelSide,Vertical Approach Angle (°),Extension,InducedVertBreak,Horizontal Break (in),ABS_Horizontal,ABS_RelSide,differential_break,Stuff+
"Adcock, Nile",ChangeUp,Right,81.96,2289.53,5.23,3.39,-7.27,5.7,6.31,7.51,7.51,3.39,1.2000000000000002,81.96351344712119
"Adcock, Nile",Fastball,Right,89.66,2448.03,5.59,2.98,-5.85,6.11,10.6,13.83,13.83,2.98,3.2300000000000004,81.2362812927361
"Adcock, Nile",Slider,Right,81.33,2437.95,5.36,3.22,-7.67,5.6,-0.09,-3.2,3.2,3.22,3.29,57.14941103052069
"Adelman, Jasper",Fastball,Right,90.91,2291.04,5.76,1.95,-5.98,6.85,21.2,12.24,12.24,1.95,8.959999999999999,98.66952242426507
"Adelman, Jasper",Slider,Right,79.67,2233.07,5.75,1.96,-9.04,6.68,-2.42,-6.27,6.27,1.96,8.69,77.08065766229014
"Adelmann, Jonathan",ChangeUp,Right,77.12,2275.09,6.62,2.87,-7.87,6.0,-0.73,-12.9,12.9,2.87,13.63,93.3394244721471
"Adelmann, Jonathan",Curveball,Right,79.72,2378.31,6.58,2.4,-8.41,5.7,-0.64,-14.25,14.25,2.4,14.89,121.97262893388732
"Adelmann, Jonathan",Cutter,Right,86.76,2409.16,6.21,2.38,-6.86,6.29,13.89,2.6,2.6,2.38,11.290000000000001,87.80643712386275
"Adelmann, Jonathan",Fastball,Right,86.44,2396.19,6.34,2.23,-6.31,6.16,13.32,0.38,0.38,2.23,12.94,85.50688114746674
"Adelmann, Jonathan",Sinker,Right,81.45,2464.3,6.36,2.51,-8.55,5.8,3.6,-15.12,15.12,2.51,11.52,87.08019565878787
"Adelmann, Jonathan",Slider,Right,80.45,2412.34,6.4,2.3,-8.61,5.5,1.35,-13.17,13.17,2.3,11.82,70.50203745474344
"Adema, Gibson",Curveball,Left,75.94,2231.85,5.78,-1.95,-8.52,6.07,-0.77,4.61,4.61,1.95,5.380000000000001,70.38854772984266
"Adema, Gibson",Fastball,Left,83.88,1937.03,5.91,-1.6,-5.45,6.58,17.3,-9.37,9.37,1.6,7.9300000000000015,90.81478035730213
"Adema, Gibson",Slider,Left,81.14,1837.46,5.84,-1.68,-6.9,6.56,11.44,-6.39,6.39,1.68,5.05,85.7237649020422
"Adema, Gibson",Undefined,Left,84.3,1906.83,5.84,-1.66,-6.49,6.6,15.18,-12.49,12.49,1.66,2.6899999999999995,
"Adkison, Ethan",ChangeUp,Left,76.97,1973.59,5.67,-1.57,-9.61,5.24,-3.69,-0.25,0.25,1.57,3.94,104.63121609521222
"Adkison, Ethan",Cutter,Left,78.57,2089.2,5.59,-1.41,-9.47,5.2,-0.3,-1.28,1.28,1.41,1.58,66.33654492190817
"Adkison, Ethan",Fastball,Left,86.11,2159.76,6.07,-1.29,-5.65,5.05,19.52,-14.8,14.8,1.29,4.719999999999999,97.17029149882677
"Adkison, Ethan",FourSeamFastBall,Left,85.44,2105.89,5.97,-1.36,-5.93,5.26,19.78,-14.87,14.87,1.36,4.910000000000002,
"Adkison, Ethan",Sinker,Left,77.43,2090.19,5.74,-1.53,-7.88,5.16,-1.64,3.16,3.16,1.53,4.8,95.53723590396817
"Adkison, Ethan",Slider,Left,77.76,2107.53,5.69,-1.55,-8.71,5.03,-1.29,2.27,2.27,1.55,3.56,60.774485303327985
"Adkison, Ethan",Undefined,Left,,,,,,,,,,,,
"Adler, Grant",ChangeUp,Right,80.02,1776.63,5.95,2.43,-6.37,6.12,8.96,8.45,8.45,2.43,0.5100000000000016,88.27241810557932
"Adler, Grant",Curveball,Right,77.09,2606.0,5.88,2.46,-7.37,5.41,-5.95,-9.08,9.08,2.46,15.030000000000001,88.71043345372395
"Adler, Grant",Cutter,Right,83.33,2450.24,5.93,2.56,-6.8,5.75,6.27,-2.92,2.92,2.56,3.3499999999999996,78.05848557244913
"Adler, Grant",Fastball,Right,88.48,2236.48,6.06,2.37,-5.56,6.37,12.29,8.45,8.45,2.37,3.84,65.2549059134678
"Adler, Grant",Slider,Right,81.23,2484.02,5.94,2.47,-7.54,5.74,1.01,-4.31,4.31,2.47,3.3,57.93272716625692
"Adler, Nate",ChangeUp,Right,87.13,2108.93,5.57,1.3,-7.03,6.05,9.75,17.02,17.02,1.3,7.27,62.77989604663126
"Adler, Nate",Cutter,Right,84.39,2762.11,5.94,1.06,-8.2,5.31,5.48,-9.83,9.83,1.06,4.35,106.1086199263531
"Adler, Nate",Fastball,Right,91.98,2400.37,5.96,1.12,-5.44,6.23,15.59,8.58,8.58,1.12,7.01,78.81255979637598
"Adler, Nate",Slider,Right,83.76,2662.98,5.94,0.95,-8.3,5.59,1.43,-8.95,8.95,0.95,7.52,83.40414261496414
"Adler, Nate",Undefined,Right,84.72,2531.2,5.93,0.84,-7.9,5.59,2.34,-3.74,3.74,0.84,1.4000000000000004,
"Aduddle, Bryan",ChangeUp,Right,81.8,1843.68,4.78,1.72,-5.19,5.95,3.66,12.11,12.11,1.72,8.45,84.3171657222407
"Aduddle, Bryan",Curveball,Right,75.46,2417.5,4.76,1.55,-6.7,5.86,-0.04,-12.33,12.33,1.55,12.37,70.32873139741001
"Aduddle, Bryan",Fastball,Right,87.0,1956.91,4.9,1.59,-5.82,6.18,6.46,18.27,18.27,1.59,11.809999999999999,90.18324029525846
"Aduddle, Bryan",Slider,Right,76.97,2342.83,4.82,1.7,-6.76,5.73,5.4,-12.31,12.31,1.7,6.91,110.88856902865938
"Aduddle, Bryan",Undefined,Right,82.84,2106.48,5.22,1.62,-6.16,6.04,8.77,11.17,11.17,1.62,2.4000000000000004,
"Afthim, Brady",ChangeUp,Right,85.38,2011.81,5.76,2.55,-6.65,5.31,9.98,19.18,19.18,2.55,9.2,59.2460045216626
"Afthim, Brady",Fastball,Right,92.46,2366.06,5.84,2.52,-5.05,5.05,17.85,14.83,14.83,2.52,3.0200000000000014,89.76305599923934
"Afthim, Brady",Slider,Right,81.36,2443.98,5.9,2.68,-7.73,4.84,-0.93,-6.69,6.69,2.68,7.62,63.15750043412404
"Agemy, Cole",ChangeUp,Right,85.71,1708.49,6.17,1.69,-7.02,5.63,7.89,12.26,12.26,1.69,4.37,72.71313737119914
"Agemy, Cole",Curveball,Right,76.04,2120.96,6.0,1.67,-9.61,5.38,-8.99,-11.82,11.82,1.67,20.810000000000002,75.75680533942757
"Agemy, Cole",Fastball,Right,87.99,1877.43,6.03,1.65,-6.7,5.54,9.28,13.33,13.33,1.65,4.050000000000001,97.05734635946457
"Agemy, Cole",Sinker,Right,87.57,1835.03,6.28,1.73,-7.36,5.77,8.07,13.91,13.91,1.73,5.84,77.67490482992673
"Agemy, Cole",Slider,Right,77.8,2230.04,6.03,1.71,-8.92,5.39,0.19,-10.45,10.45,1.71,10.26,79.69006208311285
"Agemy, Cole",Undefined,Right,81.67,1752.53,6.0,1.51,-6.44,5.43,12.13,4.1,4.1,1.51,8.030000000000001,
"Ager, Matt",ChangeUp,Right,82.77,2196.18,5.87,2.09,-7.08,6.42,9.98,17.91,17.91,2.09,7.93,70.78632241709332
"Ager, Matt",Curveball,Right,75.12,2433.78,6.35,1.5,-9.98,5.92,-11.67,-10.86,10.86,1.5,22.53,81.90150353752912
"Ager, Matt",Cutter,Right,85.78,2391.45,5.93,2.18,-6.77,6.26,7.14,0.86,0.86,2.18,6.279999999999999,90.31935389854294
"Ager, Matt",Fastball,Right,91.45,2378.27,6.07,1.87,-5.13,6.82,17.46,11.72,11.72,1.87,5.74,80.43962918606482
"Ager, Matt",FourSeamFastBall,Right,90.95,2371.27,6.24,1.92,-5.46,6.81,15.91,12.87,12.87,1.92,3.040000000000001,
"Ager, Matt",Other,Right,87.26,2365.47,6.13,1.76,-4.66,7.02,18.65,9.47,9.47,1.76,9.179999999999998,
"Ager, Matt",Sinker,Right,92.4,2402.68,6.04,1.87,-4.84,6.69,14.88,14.07,14.07,1.87,0.8100000000000005,83.4456347685588
"Ager, Matt",Slider,Right,81.92,2404.18,6.0,2.02,-7.78,6.1,3.14,-7.47,7.47,2.02,4.33,82.44362556891717
"Agosto, Justus",ChangeUp,Right,78.15,1847.56,5.45,1.79,-4.37,6.43,18.7,12.1,12.1,1.79,6.6,62.00658511711888
"Agosto, Justus",Curveball,Right,75.68,2321.7,5.69,1.38,-9.07,5.68,-8.0,-11.75,11.75,1.38,19.75,62.15045687017845
"Agosto, Justus",Fastball,Right,89.39,2189.3,5.98,1.33,-4.99,6.06,18.5,4.69,4.69,1.33,13.809999999999999,130.29448031710018
"Agosto, Justus",FourSeamFastBall,Right,90.57,2186.69,6.19,1.03,-5.2,6.39,18.87,1.93,1.93,1.03,16.94,
"Agosto, Justus",Slider,Right,78.17,2276.94,5.69,1.59,-8.39,5.93,-4.08,-7.91,7.91,1.59,11.99,62.1518059238314
"Aguado, Devin",ChangeUp,Left,78.12,1596.14,5.57,0.94,-7.58,5.86,9.91,4.26,4.26,0.94,5.65,73.53261706565841
"Aguado, Devin",Curveball,Left,67.32,2105.48,5.83,1.59,-11.14,6.15,-7.41,-9.05,9.05,1.59,16.46,63.582672390843385
"Aguado, Devin",Fastball,Left,83.8,1983.02,5.56,0.48,-5.8,5.99,15.15,2.41,2.41,0.48,12.74,61.912498189886044
"Aguado, Devin",Sinker,Left,80.51,1892.67,5.02,-2.46,-7.34,4.96,7.95,-18.96,18.96,2.46,11.010000000000002,53.69808782691052
"Aguado, Devin",Slider,Left,78.24,2118.39,5.85,1.18,-8.28,5.71,2.57,-3.88,3.88,1.18,1.31,60.14555163047539
"Aguado, Devin",Undefined,Left,81.67,1879.06,5.15,-2.08,-6.15,5.38,8.43,-5.9,5.9,2.08,2.5299999999999994,
"Aguaristi, Daniel",Curveball,Left,69.56,2072.43,6.31,-0.59,-8.91,5.12,-0.74,8.33,8.33,0.59,9.07,65.3550099089355
"Aguaristi, Daniel",Fastball,Left,79.39,1842.65,6.26,-0.6,-7.28,5.76,13.02,-8.46,8.46,0.6,4.559999999999999,82.92754876334723
"Ahern, Garrett",ChangeUp,Right,76.02,2256.09,5.6,1.02,-8.87,4.81,-4.14,-9.98,9.98,1.02,14.120000000000001,88.9410164519315
"Ahern, Garrett",Fastball,Right,89.45,2160.7,5.64,1.01,-5.79,5.22,12.25,17.96,17.96,1.01,5.710000000000001,72.9906177661169
"Ahern, Garrett",Sinker,Right,90.7,2101.04,5.49,0.81,-5.97,5.47,8.69,15.22,15.22,0.81,6.530000000000001,51.43967709689188
"Ahmed, Fareed",Fastball,Left,81.66,2202.64,4.71,-3.96,-5.83,5.18,8.11,-14.0,14.0,3.96,5.890000000000001,133.04352382762062
"Ahmed, Fareed",Sinker,Left,80.99,2124.42,4.65,-3.95,-6.17,5.29,8.11,-13.3,13.3,3.95,5.190000000000001,141.94540426620839
"Ahmed, Fareed",Slider,Left,72.97,2469.85,4.85,-3.99,-7.74,4.57,-1.6,16.56,16.56,3.99,18.16,59.51665118916485
"Aiello, Christian",ChangeUp,Left,77.02,1772.31,5.34,-2.4,-6.76,5.85,12.98,-14.81,14.81,2.4,1.83,83.47360531786332
"Aiello, Christian",Curveball,Left,70.14,1890.74,5.63,-2.01,-8.84,5.49,1.74,7.39,7.39,2.01,5.6499999999999995,71.83344690295844
"Aiello, Christian",Cutter,Left,72.6,1841.93,5.55,-2.02,-6.26,5.69,13.02,1.61,1.61,2.02,11.41,69.6227951815093
"Aiello, Christian",Fastball,Left,82.62,1961.64,5.46,-2.24,-5.35,5.66,18.08,-14.72,14.72,2.24,3.3599999999999977,50.4206494995029
"Aiello, Christian",Slider,Left,71.78,1881.32,5.71,-2.1,-8.36,5.52,6.34,3.67,3.67,2.1,2.67,60.638835873821364
"Aiello, Christian",Undefined,Left,,,,,,,,,,,,
"Aiken, Davis",Curveball,Right,78.61,2188.38,5.28,0.97,-8.38,5.3,0.28,-5.1,5.1,0.97,4.819999999999999,140.17802283091493
"Aiken, Davis",Fastball,Right,89.21,2005.51,5.82,0.41,-5.09,5.81,20.91,7.5,7.5,0.41,13.41,85.9114887057842
"Aiken, Davis",FourSeamFastBall,Right,88.36,2019.05,5.94,0.38,-5.53,5.32,21.38,12.35,12.35,0.38,9.03,
"Aiken, Davis",Slider,Right,78.46,2135.09,5.32,1.04,-7.92,5.13,0.84,-2.69,2.69,1.04,1.85,64.72509691969697
"Airington, Cody",ChangeUp,Right,83.1,1769.98,5.48,1.72,-7.27,6.12,14.12,15.26,15.26,1.72,1.1400000000000006,70.9091923805675
"Airington, Cody",Fastball,Right,90.66,2330.29,5.61,1.53,-4.59,6.04,20.46,13.33,13.33,1.53,7.130000000000001,128.34214178566748
"Airington, Cody",Slider,Right,81.56,2076.44,5.49,1.52,-7.11,5.96,3.14,0.43,0.43,1.52,2.71,71.53805499808355
"Airington, Cody",Splitter,Right,89.89,2244.49,5.45,1.48,-5.25,6.08,17.0,15.57,15.57,1.48,1.4299999999999997,
"Aita, Blake",Curveball,Right,78.41,2944.92,6.12,1.51,-8.97,5.08,-0.34,-19.97,19.97,1.51,20.31,144.94472764331786
"Aita, Blake",Cutter,Right,85.19,2745.37,6.14,1.38,-7.34,5.43,7.2,-7.27,7.27,1.38,0.0699999999999994,127.30509407751462
"Aita, Blake",Fastball,Right,91.21,2535.0,6.27,1.27,-5.64,5.84,19.77,6.67,6.67,1.27,13.1,160.2830375753544
"Aita, Blake",FourSeamFastBall,Right,90.37,2477.92,6.23,1.09,-5.98,5.98,20.11,7.12,7.12,1.09,12.989999999999998,
"Aita, Blake",Slider,Right,81.5,2807.69,6.16,1.39,-8.51,5.21,2.28,-13.32,13.32,1.39,11.040000000000001,102.18588961916095
"Aivazian, Robert",ChangeUp,Right,84.11,1411.53,6.09,1.78,-6.82,6.02,6.51,16.21,16.21,1.78,9.700000000000001,100.57070406986452
"Aivazian, Robert",Curveball,Right,78.57,2915.51,5.99,1.56,-10.36,5.17,-12.63,-15.01,15.01,1.56,27.64,191.6658564931552
"Aivazian, Robert",Fastball,Right,91.95,2128.95,6.22,1.29,-5.49,5.73,17.33,15.09,15.09,1.29,2.2399999999999984,72.18234240348474
"Aivazian, Robert",Sinker,Right,90.65,1978.6,6.29,1.49,-6.37,5.75,12.5,19.96,19.96,1.49,7.460000000000001,109.24482908489766
"Aivazian, Robert",Slider,Right,79.66,2823.83,6.0,1.61,-9.49,5.24,-7.44,-15.31,15.31,1.61,22.75,87.2608331316362
"Aivazian, Robert",Undefined,Right,,,,,,,,,,,,
"Akens, Ollie",ChangeUp,Right,82.76,1813.4,5.61,2.33,-7.22,5.46,6.71,18.22,18.22,2.33,11.509999999999998,72.71250980473377
"Akens, Ollie",Curveball,Right,74.34,2444.65,6.16,1.93,-10.13,5.23,-10.27,-9.64,9.64,1.93,19.91,74.05177704091125
"Akens, Ollie",Fastball,Right,88.88,2326.36,6.04,1.78,-5.5,5.74,18.02,13.03,13.03,1.78,4.99,75.25465392481654
"Akens, Ollie",Sinker,Right,84.68,1863.64,5.58,1.87,-6.94,5.13,5.12,18.88,18.88,1.87,13.759999999999998,95.80925237345481
"Akens, Ollie",Slider,Right,78.44,2529.52,5.83,2.1,-9.24,5.15,-3.32,-8.08,8.08,2.1,11.4,58.998654096202706
"Alba, Jaden",ChangeUp,Right,85.87,1234.38,5.48,1.5,-6.56,6.64,4.01,12.23,12.23,1.5,8.22,151.4199343746579
"Alba, Jaden",Fastball,Right,92.47,2262.01,5.82,0.9,-5.58,7.15,16.03,4.03,4.03,0.9,12.0,162.813236752333
"Alba, Jaden",Slider,Right,79.37,2396.77,5.64,1.37,-7.83,6.31,-0.64,-11.45,11.45,1.37,12.09,75.41819465780833
"Alba, Jaden",Splitter,Right,84.35,990.57,5.58,1.64,-7.63,6.98,-0.19,6.6,6.6,1.64,6.79,
"Albanese, Tyler",ChangeUp,Right,75.5,2185.81,5.78,1.01,-10.2,5.84,-9.69,-11.27,11.27,1.01,20.96,98.02664867744507
"Albanese, Tyler",Curveball,Right,73.99,2210.39,5.67,1.08,-10.0,6.25,-12.82,-11.16,11.16,1.08,23.98,72.23862457313773
"Albanese, Tyler",Fastball,Right,89.05,2319.04,6.04,0.79,-5.44,6.76,19.1,8.08,8.08,0.79,11.020000000000001,110.58285315840004
"Albanese, Tyler",Other,Right,,,,,,,,,,,,
"Albanese, Tyler",Sinker,Right,90.62,2318.08,5.95,0.89,-5.27,7.02,19.22,11.69,11.69,0.89,7.529999999999999,64.25462199694209
"Albanese, Tyler",Slider,Right,75.5,2160.19,5.74,1.05,-9.34,6.11,-9.73,-12.42,12.42,1.05,22.15,56.68620017507229
"Albanese, Tyler",Splitter,Right,71.69,2137.97,6.09,0.89,-9.79,5.93,-13.64,-15.39,15.39,0.89,29.03,
"Alberghini, Kaden",Curveball,Right,82.0,2022.08,5.97,1.19,-6.06,5.84,4.36,-5.8,5.8,1.19,1.4399999999999995,196.68936248645142
"Alberghini, Kaden",Cutter,Right,80.63,2022.72,6.09,1.05,-7.79,5.99,7.49,-2.47,2.47,1.05,5.02,68.27413594885351
"Alberghini, Kaden",Fastball,Right,85.67,2106.71,6.17,0.86,-5.92,6.4,20.22,2.63,2.63,0.86,17.59,101.2721407700041
"Alberghini, Kaden",Slider,Right,79.63,2229.93,6.16,0.75,-8.92,5.93,7.79,-1.83,1.83,0.75,5.96,68.23355719432763
"Alberghini, Kaden",Splitter,Right,76.72,1928.02,6.13,0.89,-8.98,5.87,4.44,4.44,4.44,0.89,0.0,
"Alberghini, Kaden",Undefined,Right,,,,,,,,,,,,
"Alberini, Hunter",Curveball,Right,75.42,2432.6,5.74,1.93,-11.23,5.93,-13.98,-11.14,11.14,1.93,25.12,70.33271558661797
"Alberini, Hunter",Cutter,Right,85.91,2176.06,5.45,2.06,-7.01,6.72,6.96,-6.19,6.19,2.06,0.7699999999999996,66.8791552152586
"Alberini, Hunter",Fastball,Right,92.27,2159.88,5.7,1.78,-5.14,6.89,20.08,5.77,5.77,1.78,14.309999999999999,175.85117098694528
"Alberini, Hunter",Slider,Right,84.31,2230.21,5.46,2.21,-7.15,6.5,3.43,-8.31,8.31,2.21,4.880000000000001,115.36351368104877
"Alberini, Hunter",TwoSeamFastBall,Right,83.72,2184.91,5.43,2.2,-6.23,6.39,6.29,-3.59,3.59,2.2,2.7,
"Albert, Eddie",ChangeUp,Right,85.44,1540.21,5.36,1.83,-7.86,5.54,4.69,19.32,19.32,1.83,14.629999999999999,73.13380819488188
"Albert, Eddie",Curveball,Right,81.13,2396.4,5.32,1.89,-8.18,4.95,-0.93,-9.85,9.85,1.89,10.78,96.9735066026115
"Albert, Eddie",Fastball,Right,90.67,2091.55,5.5,1.9,-5.05,5.56,17.06,11.21,11.21,1.9,5.849999999999998,85.16188863008406
"Albert, Eddie",FourSeamFastBall,Right,89.9,2137.73,5.53,1.92,-5.15,6.14,18.03,6.12,6.12,1.92,11.91,
"Albert, Eddie",Slider,Right,81.62,2412.32,5.52,1.82,-7.33,5.3,1.75,-8.4,8.4,1.82,6.65,83.63241588827422
"Albritton, Blake",ChangeUp,Right,81.17,1349.3,5.51,3.01,-7.61,5.95,4.41,7.67,7.67,3.01,3.26,73.11540148997304
"Albritton, Blake",Fastball,Right,86.12,2110.58,6.13,2.17,-5.99,6.19,14.11,5.31,5.31,2.17,8.8,54.03268968677168
"Albritton, Blake",FourSeamFastBall,Right,86.43,2089.2,6.39,2.48,-6.06,6.18,14.65,8.41,8.41,2.48,6.24,
"Albritton, Blake",Slider,Right,79.09,2266.68,5.44,3.34,-8.1,5.3,-3.67,-10.32,10.32,3.34,13.99,61.8040685709321
"Albro, Jake",ChangeUp,Left,74.61,1664.22,5.0,-2.68,-8.47,5.15,-0.16,-16.94,16.94,2.68,17.1,121.44796201388787
"Albro, Jake",Curveball,Left,74.04,1637.68,5.47,-2.38,-10.06,4.65,-9.69,9.32,9.32,2.38,19.009999999999998,84.90018777841843
"Albro, Jake",Fastball,Left,82.93,1941.61,5.66,-2.1,-6.39,4.83,11.19,-17.6,17.6,2.1,6.410000000000002,32.688897579708126
"Albro, Jake",Slider,Left,73.61,1698.64,5.43,-2.26,-10.35,4.6,-9.06,10.21,10.21,2.26,19.270000000000003,42.350799834117375
"Albro, Jake",Undefined,Left,,,,,,,,,,,,
"Albus, Dash",ChangeUp,Left,85.45,2316.84,5.82,-1.94,-7.39,5.73,5.6,-3.41,3.41,1.94,2.1899999999999995,75.71297804424935
"Albus, Dash",Curveball,Left,83.9,2611.34,5.83,-1.58,-6.25,4.73,6.84,5.61,5.61,1.58,1.2299999999999995,183.06023957968347
"Albus, Dash",Cutter,Left,85.57,2474.76,5.81,-2.11,-8.08,5.51,6.6,3.5,3.5,2.11,3.0999999999999996,84.15444632345762
"Albus, Dash",Fastball,Left,91.68,2238.9,5.78,-1.52,-5.28,5.58,16.12,-11.07,11.07,1.52,5.050000000000001,82.01590913607492
"Albus, Dash",FourSeamFastBall,Left,90.57,2210.7,5.76,-1.44,-5.48,5.2,14.0,-13.85,13.85,1.44,0.15000000000000036,
"Albus, Dash",Slider,Left,84.27,2559.27,5.79,-1.48,-7.76,5.22,4.95,6.07,6.07,1.48,1.12,100.12452952978784
"Albus, Dash",Undefined,Left,,,,,,,,,,,,
"Alch, Tucker",ChangeUp,Right,85.86,1412.24,6.23,1.98,-7.39,5.91,8.26,12.73,12.73,1.98,4.470000000000001,74.82249124890791
"Alch, Tucker",Fastball,Right,91.71,2250.54,6.18,1.88,-6.72,5.96,8.74,14.15,14.15,1.88,5.41,83.94024673039699
"Alch, Tucker",Sinker,Right,90.93,2234.22,6.42,1.79,-6.74,6.03,8.21,13.38,13.38,1.79,5.17,59.54469901358501
"Alch, Tucker",Slider,Right,82.09,2370.38,6.19,2.01,-8.53,5.18,-1.79,-4.59,4.59,2.01,6.38,75.82197959407418
"Alch, Tucker",Undefined,Right,89.33,1918.46,6.36,2.0,-7.02,5.77,3.99,11.47,11.47,2.0,7.48,
"Alcin, Ronaldhino",ChangeUp,Right,80.08,1700.55,4.48,2.67,-4.91,5.06,3.14,8.15,8.15,2.67,5.01,80.19815157175583
"Alcin, Ronaldhino",Fastball,Right,84.3,2137.06,4.24,2.81,-4.78,4.61,9.97,14.71,14.71,2.81,4.74,93.21788635830302
"Alcin, Ronaldhino",Slider,Right,73.11,2328.04,4.6,2.61,-8.56,4.48,-1.65,-7.49,7.49,2.61,9.14,59.037336314820344
"Alderman, Chandler",ChangeUp,Left,83.17,1555.97,6.35,-1.23,-7.42,6.24,13.32,-3.48,3.48,1.23,9.84,89.05647671050603
"Alderman, Chandler",Curveball,Left,77.22,2160.03,6.27,-1.39,-9.93,5.73,-4.34,7.21,7.21,1.39,11.55,83.75164109340882
"Alderman, Chandler",Fastball,Left,87.36,2157.33,6.42,-1.3,-6.28,6.27,12.47,-2.4,2.4,1.3,10.07,94.40252837012177
"Alderman, Chandler",Slider,Left,76.45,2180.99,6.45,-1.37,-9.05,5.71,1.97,10.08,10.08,1.37,8.11,54.480988684871164
"Aldmon, Carter",ChangeUp,Right,80.93,1927.19,5.16,2.13,-6.62,6.21,8.71,21.06,21.06,2.13,12.349999999999998,64.29910767806601
"Aldmon, Carter",Curveball,Right,82.46,2197.33,5.15,2.04,-7.49,5.98,12.02,21.87,21.87,2.04,9.850000000000001,177.09941552537006
"Aldmon, Carter",Fastball,Right,87.86,2086.21,5.39,2.08,-6.47,5.88,16.02,9.86,9.86,2.08,6.16,89.20467761147019
"Aldmon, Carter",Slider,Right,74.85,2417.74,5.15,2.31,-6.99,5.09,0.71,-18.35,18.35,2.31,17.64,46.501806705994994
"Aldrich, Chris",ChangeUp,Right,83.6,1657.56,5.76,1.99,-9.02,5.81,2.88,16.34,16.34,1.99,13.46,90.14291968396783
"Aldrich, Chris",Fastball,Right,88.21,2056.51,5.79,1.86,-7.4,5.7,6.53,19.18,19.18,1.86,12.649999999999999,123.50369021388713
"Aldrich, Chris",Other,Right,87.45,2163.22,5.97,1.74,-4.84,5.41,14.64,22.81,22.81,1.74,8.169999999999998,
"Aldrich, Chris",Sinker,Right,89.23,2081.04,5.81,1.93,-6.84,5.63,7.33,20.53,20.53,1.93,13.200000000000001,106.9556323673238
"Aldrich, Chris",Slider,Right,80.1,2400.68,5.78,2.09,-8.25,5.17,-1.35,-10.88,10.88,2.09,12.23,69.89245479937462
"Alduino, Matthew",ChangeUp,Left,77.37,1173.27,5.29,-2.33,-6.91,6.4,5.68,-15.53,15.53,2.33,9.85,80.26422931738989
"Alduino, Matthew",Curveball,Left,75.56,1107.78,4.96,-2.44,-8.68,5.99,-1.47,-6.86,6.86,2.44,8.33,103.05955100550814
"Alduino, Matthew",Fastball,Left,87.39,1840.87,5.27,-1.97,-5.56,6.23,12.43,-13.21,13.21,1.97,0.7800000000000011,103.81705108301804
"Alduino, Matthew",Slider,Left,75.8,1611.03,5.39,-0.8,-8.34,5.6,0.14,-5.43,5.43,0.8,5.29,45.85858633015336
"Alduino, Matthew",Undefined,Left,85.77,1771.89,5.4,-2.25,-5.86,6.47,13.45,-16.13,16.13,2.25,2.6799999999999997,
"Alegre, Joe",ChangeUp,Right,76.12,1949.42,6.64,1.18,-8.06,6.52,13.19,13.8,13.8,1.18,0.6100000000000012,71.56349381703406
"Alegre, Joe",Curveball,Right,74.08,2036.64,6.68,1.2,-9.83,5.77,-4.18,-6.93,6.93,1.2,11.11,71.49118306887452
"Alegre, Joe",Fastball,Right,86.49,2135.56,6.79,1.08,-6.59,6.31,18.2,10.67,10.67,1.08,7.529999999999999,77.45208270642789
"Alegre, Joe",FourSeamFastBall,Right,86.42,2099.91,6.94,1.11,-7.35,6.25,15.97,11.88,11.88,1.11,4.09,
"Alegre, Joe",Slider,Right,75.38,2071.39,6.74,1.16,-9.78,5.81,-0.04,-2.56,2.56,1.16,2.6,67.44443223497947
"Alegre, Joe",Undefined,Right,,,,,,,,,,,,
"Alejandro, Hector ",ChangeUp,Right,81.87,1973.18,5.49,1.81,-6.55,6.07,12.43,13.98,13.98,1.81,1.5500000000000007,61.436076734343835
"Alejandro, Hector ",Fastball,Right,88.84,2034.05,5.72,1.35,-4.82,5.7,15.4,1.95,1.95,1.35,13.450000000000001,119.70833579324403
"Alejandro, Hector ",Slider,Right,77.43,2092.88,5.39,1.9,-8.73,4.85,-7.28,-2.7,2.7,1.9,9.98,62.29779885239368
"Alekson, Ben",ChangeUp,Right,82.04,1546.32,5.78,1.02,-7.33,5.22,8.86,18.66,18.66,1.02,9.8,83.90535596799208
"Alekson, Ben",Fastball,Right,89.88,2110.04,5.84,0.95,-5.04,5.17,20.15,14.77,14.77,0.95,5.379999999999999,61.61450122984085
"Alekson, Ben",FourSeamFastBall,Right,88.72,1999.41,5.63,1.1,-4.61,5.33,19.23,16.08,16.08,1.1,3.150000000000002,
"Alekson, Ben",Slider,Right,79.12,1981.61,5.77,1.0,-7.63,5.18,2.17,-2.62,2.62,1.0,0.4500000000000002,66.6726103766372
"Alexander, Brad",Fastball,Right,82.95,2156.01,5.64,1.28,-6.47,6.02,8.15,2.83,2.83,1.28,5.32,107.79388224323094
"Alexander, Brad",Slider,Right,66.93,1714.3,5.53,1.43,-9.55,5.3,-8.39,-11.89,11.89,1.43,20.28,71.52513657659938
"Alexander, Dallas",Fastball,Left,71.23,1622.26,5.79,-3.65,-8.01,4.41,6.99,-16.6,16.6,3.65,9.610000000000001,64.63311520582002
"Alexander, Dallas",Slider,Left,68.78,2094.59,5.78,-3.61,-9.29,4.32,-0.19,4.08,4.08,3.61,4.2700000000000005,69.63355107855399
"Alexander, Hunter",Curveball,Right,79.2,2580.4,5.87,1.64,-9.77,4.72,-9.79,-12.84,12.84,1.64,22.63,127.41370145016855
